id,device_id,programmatic_publisher_id,cpm,cost,display_time,created_at,lat,lon,creative_height,creative_width
300188058,lamar.com:147.007395,62,8.0,0.0247631746,1579272204,2020-01-17 15:09:08.929044,35.65585,-88.82767,400,1400
300188059,lamar.com:266.009002,62,4.0,0.0844220106,1579272170,2020-01-17 15:09:08.929044,35.459585,-97.5985,400,1400
300188060,broadsign.com:72913928,56,5.5,0.0183824488485,1579274236,2020-01-17 15:09:08.929044,42.258697,-79.49761,768,1366
300188061,lamar.com:221.006114,62,4.0,0.07955333332,1579271451,2020-01-17 15:09:08.929044,39.18831,-94.602095,400,1400
300188062,broadsign.com:287811555,85,6.0,0.00132,1579271417,2020-01-17 15:09:08.929044,26.1854,-98.236397,1920,1080
300188063,lamar.com:272.008136,62,4.0,0.12489484128,1579272244,2020-01-17 15:09:08.929044,41.790699,-72.654832,400,1400
300188064,lamar.com:235.010101,62,4.0,0.013052380952,1579272292,2020-01-17 15:09:08.929044,44.08059,-103.2506,400,840
300188065,lamar.com:427.038702,62,6.0,0.007534126986,1579271044,2020-01-17 15:09:08.929044,34.2544,-83.4668,400,840
300188066,lamar.com:221.006097,62,6.0,0.0988279365,1579272615,2020-01-17 15:09:08.929044,38.95124,-94.36183,400,1400
300188067,broadsign.com:95441352,56,5.5,0.0218480127855,1579273277,2020-01-17 15:09:08.929044,34.69499,-79.91867,768,1366
300188068,broadsign.com:39848230,56,5.5,0.0218480127855,1579275060,2020-01-17 15:09:08.929044,39.0369,-76.6764,768,1366
300188069,broadsign.com:167623517,56,5.5,0.0218480127855,1579272192,2020-01-17 15:09:08.929044,42.501987,-82.98801,768,1366
300188070,lamar.com:249.050291,62,8.0,0.013877777776,1579272233,2020-01-17 15:09:08.929044,41.90287,-87.69183,600,600
300188071,lamar.com:422.006094,62,8.0,0.05235809524,1579272276,2020-01-17 15:09:08.929044,41.630103,-93.697409,400,1400
300188072,lamar.com:080.070007,62,6.0,0.011355714288,1579272379,2020-01-17 15:09:08.929044,30.22819,-93.37662,400,840
300188073,lamar.com:282.090010,62,6.0,0.037911111114,1579272106,2020-01-17 15:09:08.929044,32.84919,-83.62408,400,1400
300188074,broadsign.com:286982817,85,8.0,0.01008,1579271453,2020-01-17 15:09:08.929044,40.726898,-74.038399,1920,1080
300188075,lamar.com:030.083002,62,6.0,0.045326349204,1579271509,2020-01-17 15:09:08.929044,36.08236,-86.76112,400,1400
300188076,lamar.com:020.050080,62,8.0,0.061090158728,1579271313,2020-01-17 15:09:08.929044,28.3802,-81.5055,400,1400
300188077,lamar.com:419.024268,62,8.0,0.02452063492,1579271616,2020-01-17 15:09:08.929044,44.49953,-88.05155,400,1400
300188078,lamar.com:408.030020,62,4.0,0.13892857144,1579271712,2020-01-17 15:09:08.929044,40.787375,-74.04876,400,1400
300188079,lamar.com:045.070002,62,4.0,0.06535357144,1579272118,2020-01-17 15:09:08.929044,26.17332,-98.00081,400,1400
300188080,lamar.com:155.003061,62,8.0,0.012936507936,1579272141,2020-01-17 15:09:08.929044,43.5313445,-84.130373,400,840
300188081,lamar.com:047.060047,62,6.0,0.019426666668,1579272605,2020-01-17 15:09:08.929044,32.357633,-90.01582,400,840
300188082,lamar.com:430.848002,62,8.0,0.044629841272,1579272009,2020-01-17 15:09:08.929044,35.0216,-81.96285,400,1400
300188083,broadsign.com:127169805,56,5.5,0.0218480127855,1579272566,2020-01-17 15:09:08.929044,28.05619,-81.95421,768,1366
300188084,lamar.com:143.005000,62,4.0,0.017829523808,1579271551,2020-01-17 15:09:08.929044,44.523014,-89.519072,400,840
300188085,broadsign.com:168208685,56,5.5,0.0218480127855,1579274871,2020-01-17 15:09:08.929044,42.442062,-82.91815,768,1366
300188086,lamar.com:277.000714,62,4.0,0.11150984128,1579271429,2020-01-17 15:09:08.929044,39.2205,-84.45771,400,1400
300188087,lamar.com:270.001719,62,4.0,0.10885301588,1579272551,2020-01-17 15:09:08.929044,42.6764,-73.72565,400,1400
300188088,lamar.com:256.008101,62,4.0,0.11068031748,1579272178,2020-01-17 15:09:08.929044,34.45604,-117.35811,400,1400
300188089,broadsign.com:179856736,56,5.5,0.0218480127855,1579273055,2020-01-17 15:09:08.929044,34.838219,-82.60383,768,1366
300188090,lamar.com:020.030030,62,8.0,0.03619640212,1579271069,2020-01-17 15:09:08.929044,27.99584,-81.68905,400,1400
300188091,broadsign.com:153988919,56,5.5,0.0183824488485,1579272094,2020-01-17 15:09:08.929044,43.029537,-83.07058,768,1366
300188092,lamar.com:239.090433,62,6.0,0.012909642858,1579271407,2020-01-17 15:09:08.929044,46.61505,-120.51233,400,840
300188093,lamar.com:281.009112,62,6.0,0.02314404762,1579271003,2020-01-17 15:09:08.929044,39.93563,-91.37613,400,840
300188094,lamar.com:266.009103,62,6.0,0.05201857143,1579271773,2020-01-17 15:09:08.929044,35.55805,-97.639466,625,1000
300188095,broadsign.com:123476607,56,5.5,0.0218480127855,1579271916,2020-01-17 15:09:08.929044,30.3899,-87.7024,768,1366
300188096,lamar.com:230.008200,62,4.0,0.013934920636,1579272265,2020-01-17 15:09:08.929044,37.15339,-93.2954,400,840
300188097,broadsign.com:105273210,56,5.5,0.0218480127855,1579274737,2020-01-17 15:09:08.929044,35.234846,-81.204,768,1366
300188098,lamar.com:210.050304,62,4.0,0.05954571428,1579271527,2020-01-17 15:09:08.929044,40.12095,-74.88751,600,600
300188099,broadsign.com:160564427,56,5.5,0.0218480127855,1579271401,2020-01-17 15:09:08.929044,29.813255,-95.311523,768,1366
300188100,lamar.com:155.003005,62,6.0,0.036636190476,1579272013,2020-01-17 15:09:08.929044,43.438835,-83.94548,400,1400
300188101,broadsign.com:168660300,56,5.5,0.0218480127855,1579271721,2020-01-17 15:09:08.929044,42.939532,-75.46108,768,1366
300188102,broadsign.com:127854756,56,5.5,0.0228923328755,1579276136,2020-01-17 15:09:08.929044,28.437356,-82.54124,768,1366
300188103,lamar.com:230.010009,62,8.0,0.003857142856,1579271755,2020-01-17 15:09:08.929044,37.00984,-94.62411,400,840
300188104,lamar.com:034.005523,62,4.0,0.011221825396,1579271789,2020-01-17 15:09:08.929044,33.424,-82.0194,400,840
300188105,lamar.com:227.006724,62,6.0,0.11473142856,1579271931,2020-01-17 15:09:08.929044,30.00464,-90.02934,400,1400
300188106,broadsign.com:318670247,21,3.5,0.251550740735,1579271717,2020-01-17 15:09:08.929044,34.069756,-117.967765,208,752
300188107,lamar.com:249.050121,62,4.0,0.023407142856,1579271953,2020-01-17 15:09:08.929044,41.95366379,-87.64981091,600,600
300188108,lamar.com:205.018004,62,8.0,0.047775555552,1579271157,2020-01-17 15:09:08.929044,34.215644,-77.903506,400,1400
300188109,lamar.com:429.008030,62,6.0,0.0814025397,1579272026,2020-01-17 15:09:08.929044,35.809264,-78.418261,400,1400
300188110,lamar.com:236.022182,62,8.0,0.023347936504,1579271794,2020-01-17 15:09:08.929044,43.563825,-116.572788,400,840
